TS,5,10,1,8,0,2,4,7,6,9,3
1529580855783,140,-33,144,25,151,178,111,-47,160,249,81
1529580856788,140,-33,144,25,151,178,111,-47,160,249,81
1529580857792,140,-33,144,25,151,178,111,-47,160,249,81
1529580858794,140,-33,144,25,151,178,111,-47,160,249,81
1529580859798,140,-33,144,25,151,178,111,-47,160,249,81
1529580860803,140,-33,144,25,151,178,111,-47,160,249,81
1529580861809,140,-33,144,25,151,178,111,-47,160,249,81
1529580862817,140,-33,144,25,151,178,111,-47,160,249,81
1529580863821,140,-33,144,25,151,178,111,-47,160,249,81
1529580864825,140,-33,144,25,151,178,111,-47,160,249,81
1529580865832,140,-33,144,25,151,178,111,-47,160,249,81
1529580866837,140,-37,151,44,158,178,124,-31,160,186,88
1529580867841,143,-26,152,91,141,178,124,-1,170,144,95
1529580868843,143,0,142,99,148,187,114,-45,170,131,95
1529580869849,143,37,152,111,158,187,114,-26,167,170,113
1529580870852,143,-16,151,134,156,187,131,-68,170,191,113
1529580871857,133,-31,144,137,156,187,140,-38,170,178,105
1529580872861,118,-52,144,133,141,187,140,-37,177,214,105
1529580873869,109,-66,135,122,150,177,139,-57,159,203,105
1529580874877,109,-73,135,122,150,177,139,-41,159,221,105
1529580875884,109,-73,135,122,150,177,139,-41,159,221,105
1529580876887,109,-73,135,122,150,177,139,-41,159,221,105
1529580877890,109,-73,135,122,150,177,139,-41,159,221,105
1529580878897,109,-73,135,122,150,177,139,-41,159,221,105
